claim_id,claim_amount,days_to_submit,previous_claims_count,customer_tenure,location_risk_score,claim_type,is_fraud
8328,1845.8013303118853,31,2,6.652139444036156,0.5943056808100982,Health,0
3337,1954.2796522468238,55,0,2.1977115002514456,0.736582992897948,Health,0
5589,3612.365447137932,45,0,2.0641271350579693,0.656090006018512,Property,0
251,2619.032556992439,10,5,9.097012900093029,0.37486179829682464,Health,0
3973,1853.9243055739857,51,2,2.3708501306611804,0.1788249831046262,Auto,0
6630,576.42459214067,43,1,5.577335312074021,0.6738751808093701,Health,0
5547,2942.6156819388816,40,0,4.635000602379651,0.7258287169606877,Property,0
35,388.19374753697286,18,2,7.641626816015156,0.18166445197887368,Auto,0
8362,1230.196590623412,28,1,6.11528130799299,0.2172555428791532,Auto,0
1513,185.9176848930083,47,1,9.959158372007941,0.29800294729049803,Property,0
9317,595.2889199504018,26,2,7.708153432408795,0.4100214592475233,Property,0
39,2157.40640437613,26,2,4.578586087897622,0.15910384548431347,Property,0
4819,1586.1542283757406,26,2,4.793764438181158,0.7121379964473324,Health,0
3465,194.28479225003744,26,2,4.4477948256183115,0.8870412379777215,Health,0
1760,4138.736694005092,36,1,8.184967935207325,0.365799716879505,Property,0
2304,4490.912608959921,55,2,5.513075420179016,0.28156652353607825,Property,0
3723,15.272330467441321,56,1,5.916952353047529,0.2789144344232086,Auto,0
8284,961.6589843118957,43,3,9.424129158691475,0.131581200094108,Auto,0
4993,2778.7047083415437,29,2,8.678651448761242,0.750101090144127,Health,0
8127,593.9800874695916,48,1,4.796700491933719,0.4107712008460392,Auto,0
3032,2496.851785928941,44,0,9.596662791566015,0.5742757575828906,Health,0
7938,3788.116985326831,47,0,6.769756127987074,0.6267877606352573,Health,0
3039,1693.3811070840595,47,2,7.152020805197342,0.34110284511319255,Property,0
9655,3016.1017564833805,61,1,1.8978884086154308,0.9737700011063748,Property,1
2545,2516.4201045094414,40,3,3.731096053136401,0.7907567611914098,Auto,0
2592,2394.48852433282,55,1,5.476027056228992,0.5808118690252156,Health,0
1188,2611.6505955348402,36,2,8.7055353034303,0.4880846438456932,Life,0
7966,3697.895713777391,39,1,5.485203692680594,0.26138759811164525,Life,0
6077,871.6561252265491,47,1,8.619064121498475,0.31565489191663987,Life,0
107,2287.873851448644,44,1,7.153551405022573,0.2570508906021983,Health,0
1315,513.7574751733436,47,1,5.007186826106591,0.7197950483252202,Life,0
8187,2327.0124731732235,54,1,8.143711216385427,0.6119856916428004,Health,0
2753,1381.918284644342,44,2,4.9280575107153695,0.6829358566249224,Health,0
9753,4699.056543735049,23,3,3.331382643197429,0.6165480650176782,Property,1
6231,1209.6493412282218,48,2,3.5468708405142575,0.30541671719342806,Life,0
2876,1029.9664168282063,28,2,5.94264378827239,0.6609665542867366,Health,0
5323,2718.8883671409917,32,2,6.350861677486878,0.4424539847610599,Auto,0
799,1779.7436680728274,41,0,5.873506208569318,0.7146163334635505,Life,0
3570,1549.2900144223522,44,0,2.1054406904473426,0.7054957167054574,Property,0
2894,1898.6024815298513,58,2,9.46627313240807,0.40258163125312374,Life,0
2927,1652.6181230566153,20,0,4.742062509258351,0.690340190061596,Auto,0
8178,3078.94636805419,58,2,5.057476159080373,0.32684538161196564,Life,0
971,1189.0104479699744,24,1,3.058824734858102,0.2247789448802151,Auto,0
6687,645.6662269295311,31,2,5.810745938277755,0.26200272992712337,Health,0
8575,1670.2980655107783,15,1,5.743366008597349,0.44452009978716583,Life,0
2020,1936.5171853131317,27,2,2.1813706550546312,0.2984202401865427,Property,0
9054,-55.11512040214158,26,2,6.879796740128356,0.20003224056041846,Property,0
952,885.514709802921,15,2,4.315365277953484,0.30788487049015334,Life,0
5359,1570.9773582059356,18,1,8.73430599860296,0.6023768337358999,Life,0
3857,3513.87906685847,22,3,2.648460211333396,0.1587788003483976,Auto,0
5861,3337.756044086543,54,3,5.121697928497706,0.6747941822608345,Life,0
3145,2210.9642742600536,56,3,2.2010190859484897,0.39865344626626836,Health,0
3305,3769.1557638703653,13,0,4.030712652687149,0.5259383270262479,Life,0
3006,3006.437365842693,22,0,7.690019147302899,0.720533884887328,Auto,0
9001,3698.169841942045,13,2,2.088408501112249,0.23757057119101455,Life,0
7770,3606.4764986021128,58,0,8.821831493414008,0.6519882408235773,Auto,0
7438,373.62686564214823,37,0,9.488438163324112,0.3762691819436211,Life,0
7942,62.41577910798421,40,3,5.7442705792967494,0.37960033581168184,Health,0
9238,422.1827793786216,50,6,6.46880708755008,0.25603053524774744,Property,0
1056,1929.7523334680848,13,5,8.30645682421163,0.7597396038589996,Life,0
3154,462.68616631475555,13,2,6.307534255974486,0.7331568170356695,Property,0
3787,889.7209582379751,28,0,3.621246496062316,0.2505588520757113,Property,0
9189,3287.562709502255,29,1,7.568580985344045,0.34548997573906265,Health,0
7825,2890.566128774923,38,1,7.584864431507042,0.16743183366127745,Property,0
7539,1753.1072188150938,14,3,3.24099388596831,0.17590885940869674,Auto,0
7231,4124.4070881722,31,3,9.247663310314618,0.36846014342848354,Auto,0
764,3237.5058798047603,39,1,7.121079388334683,0.5040676174231572,Life,0
5019,2006.0479994690277,59,3,3.0040367685488567,0.4728977170061539,Auto,0
4903,1600.1152932595414,52,1,9.099205522051552,0.6037587102444499,Life,0
8093,1268.070720588718,11,3,8.665268247810207,0.5710690603438343,Auto,0
6843,815.0213445028959,29,0,3.705290481079505,0.3383430239740906,Health,0
2165,1131.9220370301987,23,2,3.199078950434961,0.601061271094897,Property,0
1862,3376.309113561611,27,3,4.691234072844491,0.4510379867465054,Auto,0
7850,4546.168898285113,46,0,6.4750697319949015,0.6934910354100622,Life,0
9123,2128.6821794031785,48,2,7.493263557463335,0.4573152461364199,Health,0
2340,3245.9499347992655,36,1,8.801095112987207,0.7092499018673377,Health,0
5527,1983.0983555843895,28,0,4.870675351501458,0.5132249407534568,Life,0
6743,28.246129313839248,42,5,4.784030150078796,0.4844096057167746,Auto,0
4003,2574.8114628252033,33,0,3.576941777678531,0.5472534171935836,Auto,0
1123,879.3724385151633,16,1,4.829167808101706,0.44393708901431567,Auto,0
8709,1027.6543889601421,32,2,8.665879805723286,0.7710708276253371,Property,0
4049,1804.00664694209,10,1,7.205583890243699,0.39163507798159997,Health,0
7640,-159.27193746703455,16,4,7.234574965749765,0.34273585135620954,Life,0
765,1284.309814622425,28,3,3.4596363818064706,0.46531359042501835,Property,0
2344,-478.42872742938414,21,2,7.194939500176856,0.33303454088418233,Life,0
4071,1411.6584750960992,51,0,2.0962785225938196,0.3527600480784984,Auto,0
7216,1231.4698091076823,29,3,6.697105676061404,0.45617367504582895,Health,0
4216,4309.688079401494,57,3,3.856432690903672,0.47659015689074347,Life,0
7952,1927.3237500285757,36,2,7.663725667147042,0.48106537264105875,Health,0
5970,3345.0123681644327,38,4,2.583259117780311,0.7087097471802731,Health,0
3350,1106.636034004849,59,1,7.499345523156165,0.7740809705009235,Life,0
4695,1685.6661164667908,42,0,8.357187589626625,0.28340800711393643,Life,0
3399,1348.1862795991126,16,1,6.961880863089804,0.31363205504420666,Property,0
4081,1109.9292333225294,35,0,8.853802686441355,0.48795567076216917,Auto,0
9149,2884.9011620484803,30,0,7.677171146044384,0.44129442173920314,Property,0
1224,2088.4423852957125,35,2,4.703783731370167,0.7393372742612219,Health,0
6292,2859.2454241894047,30,2,4.3331145763590575,0.5489641449960169,Property,0
3122,2203.449664142528,50,1,3.251095987468193,0.25414354411714707,Life,0
510,2194.9135377472194,17,2,2.3851914002054775,0.2315635910072956,Life,0
5794,891.6664243219125,55,4,8.359119645788759,0.4628658317152967,Auto,0
8181,2372.4748662609773,26,1,6.980832424810209,0.5233750537527512,Health,0
9417,2376.017516255726,49,3,8.88534495097841,0.4642145323742458,Auto,0
96,2260.267623684402,19,2,5.358553956676721,0.7239044926580487,Life,0
6681,2675.189707413987,31,1,4.819421579583452,0.7090073092580913,Property,0
1512,945.9942090545247,27,0,3.3441907333005316,0.38051344805572246,Property,0
8791,1628.56879547127,41,0,3.093848533769272,0.5060589497393138,Life,0
119,3341.927682220545,47,2,9.983370213753345,0.29703572783264887,Auto,0
7791,1092.8277217061488,53,2,8.334390159638975,0.1347744592156278,Auto,0
6517,2492.971842535273,35,1,8.06828943632242,0.40048603142111733,Auto,0
33,938.909773021346,59,1,5.306753847461243,0.5138148173540937,Property,0
7887,-173.570272446728,18,2,4.142315197364638,0.5888873446266254,Health,0
6830,2640.0726636900044,18,0,9.64302554925062,0.27588998684201793,Life,0
5421,1094.1923652158582,57,1,5.155563858358255,0.6401017541350228,Property,0
1068,1398.9645077780037,23,0,3.0334912795526146,0.16863849907765135,Property,0
1347,3044.1198031561976,56,0,6.276561666923773,0.2873317013111256,Life,0
4747,727.3477481369741,48,0,9.912006299301684,0.41266701635319636,Property,0
6005,4055.0021104386124,35,2,7.922152899856893,0.41330750220993284,Auto,0
6039,2815.9688082041916,33,0,5.067933952723675,0.6250005076651631,Life,0
3817,1770.126975034313,50,3,4.999882503491067,0.5528675047122196,Life,0
8446,2759.548353196809,55,1,5.027089248817619,0.35452071361779847,Life,0
5269,2721.984897128994,23,0,7.642828675814756,0.5373396293927687,Health,0
6897,641.4936490725348,12,0,7.790651113868147,0.4181777202762993,Auto,0
5309,384.86587888957,56,0,9.89575564047415,0.6242618453425702,Auto,0
31,4000.0570059857487,21,0,9.392915867218404,0.5053373468869253,Health,0
5674,172.4015523984796,12,1,6.801018776463807,0.42463881648875834,Property,0
4386,837.424141650399,42,3,6.260889535757958,0.8127745124568722,Property,0
29,1881.6631550889501,44,3,3.9798833184566202,0.840039869025321,Auto,0
4202,1092.4557845443123,35,3,2.864909260475267,0.2439555187907964,Auto,0
7507,1262.1097552777096,32,0,2.863531429372646,0.30402455189038907,Health,0
735,2484.791134576836,29,1,5.911082765636201,0.41419905191873396,Health,0
2067,1624.6280317931328,37,2,2.0007487508661788,0.2725527817343984,Property,0
106,4345.986807644802,27,1,3.168425304048192,0.21617878716188965,Health,0
9644,2613.823737806906,48,2,5.355238480827851,0.7247493776463252,Auto,1
8894,261.4330992046487,14,1,4.485785080293703,0.3409133031012831,Auto,0
8020,-361.41418178634444,22,0,4.5367319196279166,0.5188752571943895,Health,0
2232,-956.5652370399221,41,3,2.724270066953258,0.6443911775704608,Life,0
993,1590.1216826905322,56,4,5.599267752280534,0.4170729734768536,Auto,0
9412,2376.7550800002955,40,2,7.941169960313123,0.2879601626868209,Property,0
7058,4199.085256264126,57,3,8.17091110915494,0.6007057098573676,Property,0
6789,2877.8518014382844,26,1,2.6007032976364375,0.6842605720336543,Auto,0
360,3052.509510269317,35,1,6.987055267752997,0.23874804636161104,Life,0
304,1866.0954428673963,13,1,4.548546109727851,0.53429400574434,Health,0
2627,2655.0120166410607,27,3,2.4279170082153225,0.627138415664046,Property,0
8965,787.1681217200698,12,0,7.06473421880665,0.2593341999792672,Property,0
4513,1144.2672322031408,37,2,3.3631035896153305,0.4151159947277552,Property,0
5910,2966.855311986828,55,2,4.707652066484235,0.5132258169012611,Property,0
8313,1597.2488606874965,53,2,8.449393283532043,0.29086021388708494,Life,0
3100,1287.815169922125,46,1,8.487307651971395,0.3617013151020907,Auto,0
5703,1440.6821081848445,56,0,7.396827609279999,0.6800863591875999,Health,0
3898,2583.8641694273365,39,3,5.024507667495308,0.7041264014245983,Property,0
5440,1677.6610651890799,37,2,9.668594847346593,0.685277789452986,Property,0
7930,2610.1270733123056,25,2,2.8589143631270018,0.4894237831240038,Health,0
621,2356.7445864316155,38,1,9.239115771099858,0.7009696664324764,Property,0
7235,3802.319612506337,31,1,5.409946111516325,0.1739598521666828,Health,0
2498,2959.1245308116218,23,0,7.03472674409859,0.808169473978649,Auto,0
713,2473.37631043311,53,2,8.437478371624417,0.4687973286880759,Health,0
8403,1541.997719381847,27,3,5.206188922956726,0.4179650736646522,Property,0
2855,861.3124344872858,32,2,3.881148079189183,0.3191445231063634,Property,0
4269,2630.216182542022,10,0,3.692006118515728,0.6011636299663952,Auto,0
2908,1734.8822587968689,32,0,4.917637057784515,0.7229549004518722,Auto,0
8080,784.697527058624,52,3,9.957503079100864,0.6157690499485494,Auto,0
4516,1789.9098994243518,14,2,6.645844231137654,0.5026592343038253,Property,0
1261,2868.5693612351465,18,1,9.478239259389046,0.4155471878327185,Auto,0
3160,1628.7363992209325,33,1,5.164902380218038,0.6143309126972372,Auto,0
970,2270.197048262289,18,1,7.2349229246127065,0.3299427699616656,Auto,0
3912,3308.5894075131164,13,2,2.036006283866259,0.2540958008719791,Health,0
5198,640.0652818671202,21,1,2.3246369112416225,0.616852971813409,Auto,0
8846,1859.276592934978,17,2,7.974523233203083,0.2930948311347639,Life,0
259,3652.340663371393,34,1,8.148688039780833,0.6065850464484606,Health,0
3790,2287.7541893789266,14,1,5.5898607799047255,0.32555751362952223,Property,0
9202,1508.881586261756,48,2,3.949690206477194,0.45674898661320007,Auto,0
487,657.2892069834057,40,1,9.692400048670567,0.6168907920568837,Auto,0
7907,1854.9524237238602,29,2,3.4167261107495577,0.6086634575363425,Life,0
518,2087.9821969650384,50,0,2.1219705262428414,0.5375375959424827,Property,0
8342,5620.856385364376,41,0,6.657647197328299,0.6850079370053036,Life,0
311,3392.279699705166,19,1,5.947054911716382,0.6238144864229507,Property,0
3231,-160.52467040708257,26,4,8.65994959898877,0.42048519253162175,Life,0
7932,2110.6909122462193,25,0,5.232861666404808,0.42754708248540946,Health,0
7457,2952.495782469568,11,1,7.5142467856357635,0.34313521998814545,Life,0
9783,4122.00620043147,20,8,4.649684628324784,0.7159307633588549,Health,1
5183,2407.428654743486,59,1,8.063553616848521,0.449338179684183,Property,0
8076,2151.3462713268746,22,0,6.6767643267733945,0.4647066476368277,Property,0
6501,956.1226268001775,47,0,2.7453435350322257,0.5698869297970434,Property,0
6790,1833.5962596649058,47,0,6.919103063841558,0.6281505528358933,Property,0
7772,1962.175878636332,27,3,2.209832628375967,0.7504066065226866,Health,0
2737,2180.443064719814,19,0,5.880308873234758,0.8243690081431966,Property,0
7841,942.3300501956579,29,3,7.025704398816136,0.6630740641908314,Life,0
6261,2937.6027708975375,21,1,2.004472751223397,0.3957978480323964,Life,0
8205,1055.121910889872,34,2,4.665520005594381,0.3220970472264688,Property,0
1247,1363.7433046170636,29,4,5.092820826032467,0.5826227415617471,Health,0
9335,1998.9133206476065,15,0,2.8289300292857167,0.6974332922191746,Auto,0
4194,-309.8508432350652,39,1,2.181602926035019,0.5245083128080015,Auto,0
8000,2167.737983910284,44,0,8.893653683348127,0.6975257726449566,Property,0
7377,3196.0930028489065,15,1,9.538612808616648,0.12194047973049826,Life,0
3434,5442.619575122834,58,1,5.789707321190761,0.6437042377205907,Property,0
5381,1021.4807796128184,21,1,8.080209564333543,0.3166653968239398,Health,0
958,2421.916728639771,31,5,5.666744139938237,0.286020127557977,Life,0
416,3924.8805486275537,27,1,5.383396907414952,0.6997869643953141,Life,0
5741,583.102806492933,24,1,6.075529173398245,0.5564210804623665,Auto,0
6727,1677.9104313330624,11,2,8.967227811290432,0.7109984855289442,Property,0
4381,1672.273602597585,38,1,7.461155371615822,0.5133144764926278,Health,0
5196,3228.5593949738204,58,2,8.438832759158537,0.3442765730246419,Life,0
1112,2880.717351681749,24,0,8.773016862710982,0.3456231045497165,Property,0
2688,2847.5956923780564,58,1,5.159600889451025,0.3286555113365075,Life,0
6472,2339.3951045916415,10,2,3.3581075208604725,0.7310405658465431,Life,0
8819,2462.628753561997,19,3,8.128992935726899,0.41401440959073155,Health,0
7807,4191.867917894037,49,3,6.398714506459963,0.31069930365582166,Life,0
3410,1011.7950810133866,22,2,3.1889149014944165,0.6144634501707809,Life,0
80,1881.4121931563636,30,1,2.236038873593275,0.49730610940993886,Auto,0
4613,1345.4719637315866,38,2,4.303545036825665,0.3765888420161004,Property,0
1373,-24.442069799983585,32,1,8.39369985346411,0.3213427366695913,Health,0
1509,3982.454054256511,10,2,9.141152876555164,0.29743145724539793,Life,0
6442,501.11119026993003,32,1,4.949158850175196,0.2549778843010075,Life,0
3070,623.0626412714247,12,1,2.863156171954529,0.13354524360392536,Auto,0
3015,3115.2500092800724,59,1,4.7662349527383245,0.29543920396067813,Life,0
4822,816.9673475422369,47,1,5.926421555401084,0.6249862359562269,Health,0
7821,2693.9017422647657,29,2,3.9833886075363374,0.2936619328912905,Life,0
92,1424.036547000044,54,1,9.79277574995831,0.660163638366536,Property,0
9420,2540.7743242191877,22,0,5.409187836799181,0.20062054462180012,Property,0
6599,4309.571921659785,56,2,9.420875033035589,0.2907081430824078,Life,0
4442,2143.5501910177945,43,1,9.268140759247476,0.37969254862270935,Auto,0
7601,1397.3229637565369,35,4,4.596063829085847,0.2651700377478723,Health,0
3834,381.161359659878,46,4,9.584174703265536,0.25030417601161264,Health,0
9701,2700.9044848218873,41,2,6.431870303721926,0.4822094181183833,Auto,1
4321,2303.495596453296,40,2,2.921197689327294,0.5721475640361848,Health,0
3393,1610.0405024887687,51,1,8.327901753988769,0.438907554241747,Property,0
4751,1539.2635441307234,32,1,9.08996119153165,0.3817655750071234,Health,0
7228,2059.4905298471085,44,1,7.288353200687943,0.36765362946288693,Health,0
9190,604.0528870515965,39,0,2.7081587786706187,0.6683236082051682,Health,0
2360,470.0823497604051,10,0,9.964552637338524,0.5149101028459631,Health,0
1147,-257.4563988360715,59,2,4.218042347928555,0.42915848330282136,Property,0
5665,-66.18610287196964,41,1,8.240416391487,0.4738923302352495,Health,0
8074,-430.68079358340856,42,3,2.3401150872367538,0.1963652216447353,Auto,0
4942,1896.5171178707512,41,2,5.007073124329544,0.256590852964729,Property,0
3662,2245.970802496269,54,1,8.619513867032456,0.47654064574411836,Health,0
1562,-1668.568331611251,28,1,3.096989293273653,0.739444460007197,Property,0
4112,3668.238524994923,41,1,4.265180716274923,0.3577130900897851,Auto,0
9049,3717.102217705434,13,0,8.190926559481596,0.3209334449985467,Property,0
9275,-467.11811998035034,28,2,3.9045606054910014,0.7557168571797955,Auto,0
8537,4279.599048292624,59,4,2.977304646674484,0.7343477764002546,Life,0
794,465.5065209144427,35,1,2.6655116630848728,0.604902729218864,Health,0
5853,941.6576034770524,21,3,3.566231972249172,0.5528842601520783,Life,0
7618,894.0754562246792,11,1,6.237904007121451,0.6315373315426037,Health,0
1593,3072.040661152227,59,0,6.6752774165331275,0.42866997222124925,Health,0
7417,759.188879277055,18,0,2.3014379608691415,0.6630639235297583,Health,0
5266,3335.1166714946203,45,2,2.6683809628172135,0.28970587660100994,Property,0
7146,2411.5288338987148,56,2,9.702874065018904,0.1836783425085896,Property,0
88,1404.150992883227,39,3,8.827948574773988,0.5211298749938089,Health,0
8694,1930.5105433090937,57,1,9.074968472141336,0.7238855815764257,Life,0
9731,3776.232693563842,60,1,6.923606056725129,0.7907127051175888,Property,1
9445,-725.3593325890251,27,2,2.8883483483047394,0.44645184528653814,Auto,0
6753,2452.42315033764,23,2,4.197670143785229,0.3726389530176807,Property,0
3501,1420.8432672607105,21,6,9.53362507765068,0.2791177240817607,Health,0
2233,3058.655054397736,11,2,8.41793411918479,0.6067618987206396,Health,0
2802,2685.9608684326804,36,2,9.524788151739038,0.32019998305431846,Property,0
4423,2842.731222845807,10,1,6.059554596306388,0.6678376478187917,Health,0
5662,1791.58874983058,20,2,4.300511699958978,0.5418340093674427,Health,0
7169,2225.5230516621345,16,2,3.912728311867106,0.5614411256869177,Health,0
8336,1089.063653633887,47,2,5.468658800271999,0.3925639812243502,Health,0
2147,1398.1399592240273,52,1,8.749706617626018,0.5061498646554823,Auto,0
7968,1574.5378512848342,33,3,3.575963592214224,0.5890593340772428,Property,0
6550,1425.2427171780428,26,1,5.168330943729037,0.16577335305528026,Auto,0
7642,1817.3166118908823,30,2,4.084382520009712,0.6257507007704857,Life,0
6163,254.13531336055576,12,0,3.989053410441894,0.4411590934139235,Auto,0
1494,3910.965750216952,26,1,3.5968956763430606,0.6476687077921169,Life,0
7695,4211.78594701055,47,0,7.4783398824634935,0.6079314641602168,Health,0
7093,3649.942985345465,25,0,3.7541723521127883,0.5714720522814888,Property,0
1408,1873.9301871791615,58,1,7.843374344102199,0.2934230400889464,Auto,0
6690,1960.1231345698147,24,1,4.052161601046517,0.6773318116214563,Health,0
3400,2441.941515882497,13,2,9.239452864470056,0.3884145743910188,Health,0
108,2605.1175999598545,52,2,6.49853759716036,0.2590739816953442,Health,0
5635,2830.939411091757,29,2,5.334821730109968,0.4287146460226292,Auto,0
8481,2109.6274774301273,24,3,3.0034110401662746,0.793869189280993,Auto,0
6603,2570.096780882509,14,3,8.81432729257085,0.2633659618701465,Health,0
1090,2212.4070787783517,12,2,2.975261094761345,0.4926684402222837,Health,0
5559,2547.064281983448,53,2,8.917671640490905,0.48868615663168047,Health,0
9411,411.60258205861027,59,2,9.356374315600432,0.14643314108019218,Auto,0
8142,199.0313433836174,36,1,5.818987881711306,0.5758258334120001,Health,0
8663,4108.754473215854,20,3,5.926540322118657,0.5681037763595245,Life,0
6595,3440.6115133412327,23,3,4.014761886763251,0.4141457045849233,Property,0
623,3598.890148025329,36,1,3.857383882466463,0.8521005698505979,Property,0
6870,2078.300525628546,12,1,7.120562657790229,0.7169065860014937,Life,0
4813,647.7259000307766,26,2,2.1694727537028538,0.8605963973030171,Health,0
6552,2266.441621021084,37,5,8.637642148324467,0.24664994004075017,Auto,0
7529,-200.37624162245191,58,0,5.145868454272301,0.4475826975066334,Health,0
5795,2000.68692958503,14,1,4.268722191508409,0.26458748742191684,Health,0
7436,1287.642585596463,57,2,4.336166619906072,0.30023446447411095,Auto,0
4217,1693.4492887045903,40,0,4.823739892496017,0.5351199764257463,Life,0
5940,1137.306724144277,51,1,3.7487950248920683,0.6977920880265323,Property,0
8500,4550.937434126204,17,1,8.94516122462311,0.502841080263688,Life,0
6428,3364.811093010959,54,1,9.520159037142879,0.8225194705714746,Property,0
6826,606.035103243456,18,0,4.54529070873256,0.37109503086843754,Health,0
4130,1652.9968620158472,52,0,4.709679006465267,0.6778457930436683,Property,0
7801,1328.561751859435,34,0,6.796058744563372,0.5632042942387205,Life,0
7753,771.3400233224093,42,3,8.572441431265544,0.4341421673899405,Auto,0
4721,2712.1749020706166,29,1,4.754239935624678,0.7361021281864297,Health,0
1650,3009.6322283320565,13,2,5.704652706585928,0.2676765967034937,Life,0
4140,2704.251623012528,26,3,7.867012234725369,0.5764615328733771,Life,0
1617,1226.2214115041297,45,2,6.418996808036428,0.47222195246849286,Property,0
2029,1498.196546100145,38,3,7.599760881438091,0.41472404768533594,Auto,0
8517,3791.838059746118,58,0,9.11888149932205,0.5227033681021652,Life,0
4575,1468.8446351347502,19,3,7.257932481089387,0.41749451523554937,Property,0
3992,-862.3151050876724,42,2,9.535753485727014,0.751572624563984,Health,0
7376,2677.4692860848436,55,2,9.768393618909506,0.4551941108217324,Health,0
6149,2575.0629837693073,25,2,3.609699138465233,0.5457777981452805,Property,0
4908,2893.256259470986,50,0,8.88702519273832,0.5088843056983555,Auto,0
5026,793.6420569199121,40,3,8.306211536919747,0.5831807844243306,Property,0
8260,1156.424078819508,44,2,2.579130657149202,0.6960354562885245,Auto,0
4731,1896.6065599028168,27,0,8.315616007946963,0.589971569414402,Auto,0
7548,2878.118102611548,29,1,3.915744308128505,0.3107853027164747,Life,0
8134,95.2688787842878,12,1,6.672790983712672,0.4218158972620498,Property,0
1606,2263.118798931368,58,0,9.126390681283825,0.6251474694156369,Life,0
4773,2668.4272374399225,14,1,3.818947469546556,0.2648781340336728,Property,0
8109,2884.183692710957,50,1,7.603304130510415,0.8067055688450504,Auto,0
6951,2920.812096278778,45,3,4.769653927096702,0.43408482242125057,Property,0
6004,1740.803441821697,51,0,6.9268574071922755,0.6890112401371291,Auto,0
7728,1962.4945372113557,50,4,6.403891762180389,0.7470503113233222,Health,0
3541,3527.064685800817,47,0,8.688021666237855,0.30677535742128054,Life,0
388,2897.5014043029305,31,0,8.28185284673847,0.4723221325361684,Property,0
1794,2217.1473202716616,32,2,4.826426511485722,0.714567522927603,Property,0
8731,1790.4049912375538,36,4,2.3003286811692734,0.5173662752540856,Health,0
4919,3502.788403434636,35,2,6.048634777711415,0.7269948347989866,Life,0
5537,2089.860382726991,39,2,8.122750045567336,0.2399010518621683,Life,0
3872,996.5585925112331,55,2,6.9989240050963,0.4181032820100125,Property,0
8868,1989.201941700976,24,0,3.187144405264706,0.2472997551914285,Health,0
2254,608.9733408854672,43,2,5.90854063380894,0.30769993418714947,Auto,0
3412,4870.059870145557,16,2,5.41954741205874,0.3520714764988602,Life,0
5459,1338.090506833377,21,1,3.1136726173918525,0.11335970936681022,Auto,0
4955,308.6447075770797,15,1,5.680630010142602,0.6561854360959751,Life,0
7396,3771.621266575858,59,1,7.12873364021806,0.3934483977211828,Life,0
5414,905.7091037098587,24,3,2.882341880286323,0.6031345906096924,Life,0
7399,3183.0584547099515,10,2,2.0257446728934703,0.2725066814115351,Health,0
7414,4582.345711492808,38,3,6.568501029450534,0.6314524620802834,Property,0
9100,1515.2176310554773,44,1,5.510925135198842,0.19844964703679463,Auto,0
4851,5355.862468929876,54,0,8.158445280785921,0.49197715545328247,Auto,0
